Member_number,basket
3610,"['root vegetables', 'vegetables', 'yogurt', 'whole milk']"
3611,"['dairy', 'pastry', 'curd', 'domestic eggs', 'meat', 'sweets', 'sausage']"
3612,"['brown bread', 'seasonal products', 'bags', 'vegetables', 'grains', 'yogurt', 'beverages', 'margarine', 'bakery', 'sausage']"
3613,"['brown bread', 'beef', 'whole milk', 'tropical fruit', 'pastry', 'bottled water', 'bags', 'vegetables', 'grains', 'root vegetables', 'bakery']"
3614,"['napkins', 'spices', 'specialty bar', 'tropical fruit', 'pastry', 'frozen meals', 'vegetables', 'citrus fruit']"
3615,"['brown bread', 'dairy', 'stationery', 'whole milk', 'snacks', 'hygiene articles', 'sweeteners', 'meat', 'herbs']"
3616,"['snacks', 'curd', 'misc beverages', 'fruits', 'soda', 'bags', 'bakery']"
3617,"['brown bread', 'beef', 'pastry', 'fruitvegetable juice', 'liquor appetizer', 'misc beverages', 'oils', 'vegetables', 'beverages', 'sweets']"
3618,"['condiments', 'brown bread', 'beef', 'grains']"
3619,"['napkins', 'pet_care', 'stationery', 'tropical fruit', 'curd', 'dessert', 'soda', 'sweeteners', 'meat']"
3620,"['sweets', 'dairy', 'whole milk', 'tropical fruit', 'berries', 'soda', 'vegetables', 'grains', 'yogurt', 'meat', 'bakery', 'sausage']"
3621,"['dairy', 'butter', 'berries', 'bottled water', 'bags', 'soda', 'vegetables', 'domestic eggs', 'root vegetables', 'meat', 'citrus fruit', 'bakery']"
3622,"['pip fruit', 'dairy', 'cereals', 'bottled water', 'soda', 'beverages', 'meat', 'margarine', 'sweets']"
3623,"['snacks', 'brown bread', 'beef', 'beverages']"
3624,"['root vegetables', 'hard cheese']"
3625,"['vegetables', 'whole milk']"
3626,"['beverages', 'liquor appetizer', 'vegetables', 'soda']"
3627,"['butter', 'brandy', 'frozen meals', 'whole milk']"
3628,"['curd', 'snacks', 'personal_care', 'yogurt', 'dairy', 'sweets']"
3629,"['dairy', 'tropical fruit', 'fruits', 'bakery', 'cleaning', 'vegetables', 'yogurt', 'beverages', 'meat', 'citrus fruit', 'sweets']"
3630,"['curd', 'dairy', 'spices', 'hard cheese']"
3631,"['root vegetables', 'vegetables']"
3632,"['tropical fruit', 'sweets', 'stationery', 'oils']"
3633,"['sweets', 'brown bread', 'napkins', 'pastry', 'oils', 'bakery', 'soda', 'bags', 'grains', 'beverages', 'coffee', 'herbs']"
3634,"['condiments', 'snacks', 'bottled water', 'vegetables', 'citrus fruit']"
3635,"['frozen dessert', 'brown bread', 'beef', 'stationery', 'whole milk', 'tropical fruit', 'pastry', 'sliced cheese', 'misc', 'fruits', 'bakery', 'vegetables', 'grains', 'yogurt', 'beverages', 'sweets']"
3636,"['brown bread', 'whole milk', 'sliced cheese', 'bottled water', 'soda', 'bakery']"
3637,"['dairy', 'whole milk', 'snacks', 'dessert', 'yogurt', 'root vegetables', 'meat', 'citrus fruit', 'sweets', 'sausage']"
3638,"['fruits', 'meat', 'citrus fruit', 'pip fruit']"
3639,"['gardening', 'tropical fruit', 'hygiene articles', 'yogurt', 'root vegetables', 'dairy', 'sweet spreads']"
3640,"['pip fruit', 'whole milk', 'pastry', 'bottled water', 'domestic eggs', 'beverages', 'coffee', 'bakery']"
3641,"['frozen meals', 'bottled water', 'root vegetables', 'dairy', 'bakery']"
3642,"['napkins', 'tropical fruit', 'soda', 'cleaning', 'vegetables', 'domestic eggs', 'meat', 'bakery', 'sausage']"
3643,"['dairy', 'sliced cheese', 'pastry', 'household', 'fruitvegetable juice', 'personal_care', 'soda', 'sweeteners', 'vegetables', 'root vegetables', 'beverages', 'meat', 'margarine']"
3644,"['pastry', 'electronics', 'decor', 'yogurt', 'beverages']"
3645,"['bottled water', 'bakery', 'sweeteners', 'yogurt', 'meat', 'citrus fruit', 'sweets']"
3646,"['pip fruit', 'dairy', 'stationery', 'dessert', 'soda', 'hard cheese', 'meat', 'coffee', 'bakery']"
3647,"['whole milk', 'frozen meals', 'vegetables', 'dairy', 'sweets']"
3648,"['soda', 'meat', 'dairy']"
3649,"['ice cream', 'sweets', 'pip fruit', 'beef', 'dishes', 'fruits', 'soda', 'yogurt', 'beverages', 'meat', 'bakery']"
3650,"['beef', 'curd', 'vegetables', 'beverages', 'bakery']"
3651,"['brown bread', 'dairy', 'pet_care', 'stationery', 'whole milk', 'pastry', 'misc beverages', 'oils', 'bags', 'fruits', 'vegetables', 'yogurt', 'root vegetables', 'meat', 'bakery', 'sausage']"
3652,"['frozen potato products', 'vegetables', 'whole milk']"
3653,"['frozen dessert', 'pip fruit', 'whole milk', 'vegetables', 'cleaning', 'beverages', 'meat', 'margarine', 'bakery']"
3654,"['ice cream', 'stationery', 'tropical fruit', 'bottled water', 'meat']"
3655,"['butter', 'dairy', 'beef', 'brown bread']"
3656,"['dental care', 'beef', 'whole milk', 'tropical fruit', 'frozen meals', 'vegetables', 'yogurt', 'beverages', 'fish']"
3657,"['dairy', 'whole milk', 'butter', 'electronics', 'curd', 'pastry', 'fruits', 'soda', 'bakery', 'personal_care', 'liver loaf', 'domestic eggs', 'meat', 'sweets', 'sausage']"
3658,"['pip fruit', 'beef', 'whole milk', 'snacks', 'uhtmilk', 'yogurt', 'beverages', 'dairy']"
3659,"['brown bread', 'whole milk', 'bags', 'beverages', 'meat', 'citrus fruit']"
3660,"['pip fruit', 'canned vegetables', 'pastry', 'bakery', 'sweeteners', 'yogurt', 'coffee', 'sweets']"
3661,"['pip fruit', 'syrup', 'whole milk', 'butter', 'pastry', 'misc beverages', 'bags', 'vegetables', 'beverages', 'citrus fruit']"
3662,"['whole milk', 'bottled water', 'vegetables', 'beverages', 'meat', 'bakery']"
3663,"['dairy', 'whole milk', 'tropical fruit', 'chewing gum', 'bakery', 'margarine', 'hygiene articles', 'sweeteners', 'vegetables', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'fish', 'meat spreads']"
3664,"['brown bread', 'napkins', 'whole milk', 'pastry', 'soda', 'vegetables', 'beverages']"
3665,"['bottled water', 'hygiene articles', 'soda', 'bags', 'dairy', 'citrus fruit', 'sweets', 'zwieback']"
3666,"['whole milk', 'bottled water', 'bakery', 'vegetables', 'yogurt', 'beverages', 'dairy', 'sweets']"
3667,"['whole milk', 'fruitvegetable juice', 'cereals', 'bottled water', 'soda', 'hard cheese', 'sweets', 'sausage']"
3668,"['pip fruit', 'beverages', 'whole milk', 'gardening', 'fruitvegetable juice', 'root vegetables', 'brandy', 'citrus fruit', 'bakery']"
3669,"['sweets', 'dairy', 'bottled water', 'bags', 'decor', 'beverages', 'meat', 'citrus fruit', 'margarine', 'bakery']"
3670,"['sweets', 'fruits', 'cleaning', 'domestic eggs', 'dairy', 'bakery']"
3671,"['brown bread', 'whole milk', 'dishes', 'oils', 'bags', 'vegetables', 'beverages', 'meat']"
3672,"['whole milk', 'berries', 'uhtmilk', 'sweeteners', 'zwieback', 'beverages', 'meat', 'margarine', 'root vegetables', 'sausage']"
3673,"['specialty bar', 'bottled water', 'fruits_vegetables', 'vegetables', 'domestic eggs', 'dairy', 'meat']"
3674,"['bottled water', 'bags', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'dairy']"
3675,"['dairy', 'whole milk', 'pastry', 'snacks', 'condiments', 'beverages', 'meat']"
3676,"['household', 'honey', 'vegetables', 'beverages', 'dairy', 'sausage']"
3677,"['napkins', 'pet_care', 'canned fish', 'pastry', 'condiments', 'tropical fruit', 'soda', 'domestic eggs', 'meat', 'citrus fruit', 'bakery', 'sausage']"
3678,"['stationery', 'specialty bar', 'curd', 'hygiene articles', 'grains', 'yogurt']"
3679,"['brown bread', 'stationery', 'gardening', 'curd', 'snacks', 'fruits', 'bags', 'vegetables', 'domestic eggs', 'meat', 'citrus fruit', 'bakery']"
3680,"['dairy', 'whole milk', 'curd', 'fruitvegetable juice', 'bags', 'soda', 'meat', 'bakery']"
3681,"['whole milk', 'dishes', 'vegetables', 'dairy', 'margarine', 'specialty fat']"
3682,"['dairy', 'whole milk', 'tropical fruit', 'ready_meals', 'oils', 'bottled water', 'bags', 'soda', 'margarine', 'bakery', 'vegetables', 'beverages', 'cooking chocolate', 'citrus fruit', 'fish', 'sweets']"
3683,"['ice cream', 'stationery', 'specialty bar', 'curd', 'frozen meals', 'bottled water', 'bags', 'vegetables', 'hard cheese', 'root vegetables', 'beverages', 'meat', 'sweets']"
3684,"['napkins', 'stationery', 'whole milk', 'butter', 'fruitvegetable juice', 'bakery', 'vegetables', 'root vegetables', 'meat', 'citrus fruit', 'sweets']"
3685,"['tropical fruit', 'curd', 'dessert', 'soda', 'personal_care', 'sweet spreads', 'sweets']"
3686,"['pip fruit', 'whole milk', 'soda', 'vegetables', 'coffee', 'sweets']"
3687,"['sweets', 'dairy', 'whole milk', 'misc beverages', 'misc', 'soda', 'coffee', 'vegetables', 'herbs', 'beverages', 'meat', 'citrus fruit', 'bakery']"
3688,"['frozen dessert', 'soap', 'dairy', 'whole milk', 'tropical fruit', 'bags', 'soda', 'grains', 'yogurt', 'brandy', 'meat', 'bakery', 'sausage']"
3689,"['whole milk', 'pastry', 'soda', 'vegetables', 'zwieback', 'beverages', 'bakery', 'sausage']"
3690,"['ice cream', 'pip fruit', 'bakery', 'sweeteners', 'vegetables', 'yogurt', 'dairy', 'citrus fruit', 'meat', 'sweets', 'sausage']"
3691,"['berries', 'decor', 'beverages', 'stationery', 'bottled water', 'bags', 'yogurt', 'baking_ingredients', 'root vegetables', 'meat', 'pet_care', 'liquor appetizer', 'coffee', 'brown bread', 'butter', 'tropical fruit', 'misc', 'soda', 'sweets', 'sausage']"
3692,"['frozen dessert', 'beef', 'snacks', 'misc beverages', 'bottled water', 'coffee', 'fruits_vegetables', 'yogurt', 'beverages', 'dairy', 'citrus fruit', 'meat']"
3693,"['beef', 'whole milk', 'berries', 'root vegetables', 'beverages', 'dairy']"
3694,"['pet_care', 'whole milk', 'dessert', 'frozen meals', 'vegetables', 'cleaning', 'meat', 'citrus fruit', 'bakery']"
3695,"['sliced cheese', 'pastry', 'dessert', 'soda', 'vegetables', 'citrus fruit', 'margarine', 'bakery']"
3696,"['beverages', 'citrus fruit', 'vegetables', 'bakery']"
3697,"['brown bread', 'whole milk', 'dessert', 'uhtmilk', 'bags', 'vegetables', 'root vegetables', 'dairy', 'sausage']"
3698,"['whole milk', 'bags', 'yogurt', 'domestic eggs', 'root vegetables', 'meat', 'sausage']"
3699,"['brown bread', 'beef', 'pastry', 'butter', 'berries', 'bottled water', 'root vegetables', 'meat', 'sweets']"
3700,"['soda', 'vegetables', 'whole milk']"
3701,"['sweets', 'pet_care', 'gardening', 'condiments', 'tropical fruit', 'bags', 'vegetables', 'cleaning', 'bakery']"
3703,"['sweets', 'whole milk', 'household', 'curd', 'soda', 'domestic eggs', 'yogurt', 'citrus fruit', 'bakery', 'sausage']"
3704,"['stationery', 'whole milk', 'oils', 'soda', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'sweets']"
3705,"['fruitvegetable juice', 'frozen meals', 'uhtmilk', 'bakery', 'soda', 'yogurt', 'root vegetables', 'coffee', 'herbs']"
3706,"['frozen potato products', 'pastry']"
3707,"['meat', 'herbs', 'domestic eggs', 'sausage']"
3708,"['pip fruit', 'whole milk', 'pastry', 'vegetables', 'yogurt', 'dairy', 'sweets']"
3709,"['canned vegetables', 'pet_care', 'pastry', 'fruitvegetable juice', 'berries', 'vegetables', 'herbs', 'yogurt', 'root vegetables', 'syrup', 'meat', 'citrus fruit', 'specialty cheese', 'bakery']"
3710,"['whole milk', 'hygiene articles', 'vegetables', 'yogurt', 'dairy', 'sausage']"
3711,"['domestic eggs', 'pet_care', 'berries', 'whole milk']"
3712,"['whole milk', 'personal_care', 'yogurt', 'jam', 'beverages', 'citrus fruit', 'bakery', 'sausage']"
3713,"['ice cream', 'whole milk', 'tropical fruit', 'berries', 'misc', 'root vegetables', 'citrus fruit']"
3714,"['butter', 'vegetables', 'domestic eggs']"
3715,"['bottled water', 'vegetables', 'bakery', 'whole milk']"
3716,"['canned fish', 'tropical fruit', 'chewing gum', 'fruits_vegetables', 'meat', 'sweet spreads', 'sweets', 'sausage']"
3717,"['pip fruit', 'tropical fruit', 'fruitvegetable juice', 'frozen meals', 'soda', 'vegetables', 'yogurt', 'meat', 'bakery']"
3718,"['brown bread', 'dairy', 'whole milk', 'berries', 'bottled water', 'bakery', 'soda', 'decor', 'hygiene articles', 'baking_ingredients', 'root vegetables', 'beverages', 'meat', 'herbs', 'sweets']"
3719,"['brown bread', 'dairy', 'whole milk', 'butter', 'pastry', 'misc beverages', 'condensed milk', 'soda', 'cleaning', 'vegetables', 'yogurt', 'beverages', 'meat', 'bakery']"
3720,"['butter', 'decor', 'grains', 'beverages', 'citrus fruit', 'margarine', 'bakery', 'sausage']"
3721,"['brown bread', 'electronics', 'tropical fruit', 'bakery', 'soda', 'beverages', 'citrus fruit', 'specialty cheese', 'sweets']"
3722,"['brown bread', 'whole milk', 'butter', 'semifinished bread', 'syrup', 'sausage']"
3723,"['snacks', 'pip fruit']"
3724,"['frozen potato products', 'curd', 'beverages', 'meat', 'sweet spreads', 'sausage']"
3725,"['root vegetables', 'coffee', 'bakery', 'uhtmilk']"
3726,"['pip fruit', 'whole milk', 'oils', 'vegetables', 'hard cheese', 'sausage']"
3727,"['napkins', 'pet_care', 'whole milk', 'tropical fruit', 'curd', 'pastry', 'soda', 'coffee', 'beverages', 'citrus fruit', 'bakery']"
3728,"['ice cream', 'frozen potato products', 'sweets', 'specialty bar', 'dessert', 'berries', 'vegetables', 'beverages', 'dairy', 'bakery']"
3729,"['brown bread', 'stationery', 'specialty bar', 'snacks', 'bags', 'vegetables', 'domestic eggs', 'beverages']"
3730,"['sliced cheese', 'pastry', 'dessert', 'vegetables', 'meat', 'sweets']"
3731,"['brown bread', 'canned vegetables', 'tropical fruit', 'bags', 'soda', 'vegetables', 'hard cheese', 'bakery']"
3732,"['ice cream', 'pip fruit', 'pet_care', 'stationery', 'whole milk', 'butter', 'snacks', 'fruitvegetable juice', 'pastry', 'berries', 'oils', 'bags', 'nutsprunes', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'meat']"
3733,"['butter', 'fruitvegetable juice', 'bakery', 'stationery']"
3734,"['ice cream', 'snacks', 'dairy', 'bakery']"
3735,"['seasonal products', 'pet_care', 'whole milk', 'berries', 'soda', 'beverages', 'margarine', 'bakery']"
3736,"['beef', 'whole milk', 'liquor appetizer', 'bottled water', 'soda', 'semifinished bread', 'vegetables', 'grains', 'root vegetables', 'sweets']"
3737,"['pastry', 'berries', 'vegetables', 'beverages', 'whole milk', 'bottled water', 'bags', 'fruits_vegetables', 'yogurt', 'baking_ingredients', 'dairy', 'meat', 'liquor appetizer', 'bakery', 'pip fruit', 'brown bread', 'gardening', 'soda', 'sweets', 'sausage']"
3738,"['stationery', 'whole milk', 'vegetables', 'grains', 'yogurt', 'bakery']"
3739,"['whole milk', 'snacks', 'soda', 'beverages', 'bakery']"
3740,"['meat', 'napkins']"
3741,"['whole milk', 'pastry', 'chewing gum', 'bags', 'decor', 'vegetables', 'domestic eggs', 'root vegetables', 'dairy', 'meat', 'bakery']"
3742,"['bags', 'soda', 'meat', 'sausage']"
3743,"['brown bread', 'whole milk', 'tropical fruit', 'sliced cheese', 'butter', 'curd', 'electronics', 'pickled vegetables', 'soda', 'domestic eggs', 'hard cheese', 'beverages', 'coffee', 'sweets', 'sausage']"
3744,"['spices', 'canned vegetables', 'whole milk', 'tropical fruit', 'butter', 'misc beverages', 'bottled water', 'domestic eggs', 'beverages', 'dairy', 'bakery']"
3745,"['dairy', 'specialty bar', 'butter', 'pickled vegetables', 'bottled water', 'soda', 'vegetables', 'root vegetables', 'meat', 'specialty cheese', 'sweets', 'sausage']"
3746,"['pip fruit', 'dairy', 'stationery', 'whole milk', 'butter', 'tropical fruit', 'fruits', 'meat', 'meat spreads', 'sausage']"
3747,"['brown bread', 'spices', 'butter', 'nutsprunes', 'sausage']"
3748,"['brown bread', 'dairy', 'pet_care', 'butter', 'pastry', 'fruits_vegetables', 'beverages', 'meat', 'citrus fruit']"
3749,"['pip fruit', 'napkins', 'dairy', 'whole milk', 'tropical fruit', 'beverages', 'meat', 'specialty cheese', 'bakery']"
3750,"['pip fruit', 'pastry', 'curd', 'yogurt', 'root vegetables']"
3751,"['dairy', 'pet_care', 'specialty bar', 'whole milk', 'dishes', 'semifinished bread', 'meat', 'citrus fruit', 'sweets']"
3752,"['berries', 'vegetables', 'beverages', 'stationery', 'whole milk', 'bottled water', 'bags', 'yogurt', 'root vegetables', 'dairy', 'cleaning', 'grains', 'sweet spreads', 'pip fruit', 'dishes', 'soda', 'sweeteners', 'sweets', 'sausage']"
3753,"['uhtmilk', 'vegetables', 'beverages', 'herbs', 'bakery']"
3754,"['pip fruit', 'whole milk', 'meat', 'margarine', 'bakery']"
3755,"['ice cream', 'beef', 'whole milk', 'hygiene articles', 'root vegetables', 'dairy']"
3756,"['napkins', 'pip fruit', 'whole milk', 'bottled water', 'soda', 'fruits_vegetables', 'vegetables', 'yogurt', 'beverages', 'sausage']"
3757,"['brown bread', 'pet_care', 'stationery', 'whole milk', 'tropical fruit', 'condiments', 'dessert', 'oils', 'bottled water', 'sweeteners', 'vegetables', 'root vegetables']"
3758,"['dairy', 'whole milk', 'electronics', 'fruits', 'yogurt', 'domestic eggs', 'meat', 'coffee', 'bakery']"
3759,"['stationery', 'whole milk', 'bags', 'meat', 'citrus fruit', 'sweets']"
3760,"['whole milk', 'sliced cheese', 'uhtmilk', 'bags', 'soda', 'vegetables', 'yogurt', 'beverages', 'meat', 'bakery', 'sausage']"
3761,"['brown bread', 'beef', 'pet_care', 'dairy', 'whole milk', 'tropical fruit', 'snacks', 'liquor appetizer', 'fruits', 'sweeteners', 'vegetables', 'domestic eggs', 'beverages', 'meat', 'citrus fruit', 'margarine', 'bakery']"
3762,"['spices', 'stationery', 'sliced cheese', 'electronics', 'dessert', 'frozen meals', 'oils', 'beverages', 'bakery', 'sausage']"
3763,"['beef', 'whole milk', 'tropical fruit', 'bottled water', 'coffee', 'vegetables', 'grains', 'beverages', 'meat', 'citrus fruit', 'sweets']"
3764,"['frozen potato products', 'ice cream', 'pet_care', 'bottled water', 'sweeteners', 'vegetables', 'yogurt', 'meat', 'margarine', 'sausage']"
3765,"['whole milk', 'tropical fruit', 'oils', 'personal_care', 'soda', 'beverages', 'dairy', 'margarine']"
3766,"['napkins', 'tropical fruit', 'bags', 'nutsprunes', 'meat', 'citrus fruit', 'bakery']"
3767,"['personal_care', 'vegetables', 'grains', 'yogurt', 'beverages', 'meat', 'sweet spreads', 'bakery']"
3768,"['brown bread', 'beef', 'whole milk', 'tropical fruit', 'curd', 'dessert', 'berries', 'bottled water', 'hygiene articles', 'soda', 'bags', 'vegetables', 'yogurt', 'root vegetables', 'meat']"
3769,"['fruitvegetable juice', 'pickled vegetables', 'fruits', 'hygiene articles', 'yogurt', 'domestic eggs', 'root vegetables', 'meat', 'bakery']"
3770,"['curd', 'bakery', 'sausage']"
3771,"['dishes', 'bottled water']"
3772,"['sweets', 'gardening', 'tropical fruit', 'whole milk', 'bags', 'yogurt', 'meat', 'bakery']"
3773,"['pastry', 'oils', 'soda', 'baking_ingredients', 'meat', 'margarine', 'fish', 'sweets']"
3774,"['ice cream', 'sweets', 'beef', 'whole milk', 'snacks', 'misc beverages', 'beverages', 'meat', 'bakery']"
3775,"['cookware', 'brown bread', 'dairy', 'stationery', 'whole milk', 'ready_meals', 'dessert', 'soda', 'yogurt', 'root vegetables', 'beverages', 'meat', 'coffee', 'margarine', 'sausage']"
3776,"['whole milk', 'household', 'citrus fruit', 'butter', 'chewing gum', 'dishes', 'frozen meals', 'bottled water', 'bags', 'soda', 'uhtmilk', 'hygiene articles', 'yogurt', 'beverages', 'meat', 'coffee', 'sweets']"
