Member_number,Date,itemDescription,cleaned,mapped
3553,10-05-2015,other vegetables,other vegetables,vegetables
2993,05-05-2015,napkins,napkins,napkins
4365,20-02-2015,whole milk,whole milk,whole milk
2860,20-12-2015,flower (seeds),flower seeds,gardening
3760,22-11-2015,sliced cheese,sliced cheese,sliced cheese
2505,22-04-2015,whole milk,whole milk,whole milk
1485,12-07-2015,other vegetables,other vegetables,vegetables
4608,27-04-2015,ketchup,ketchup,condiments
2873,15-07-2015,liquor (appetizer),liquor appetizer,liquor appetizer
4848,07-07-2015,rolls/buns,rollsbuns,bakery
2550,23-12-2015,whipped/sour cream,whippedsour cream,dairy
2085,22-04-2015,candy,candy,sweets
2549,24-08-2015,soda,soda,soda
1200,08-08-2015,root vegetables,root vegetables,root vegetables
3463,09-05-2015,shopping bags,shopping bags,bags
3583,02-08-2015,male cosmetics,male cosmetics,personal_care
1276,26-03-2015,yogurt,yogurt,yogurt
2951,22-12-2015,domestic eggs,domestic eggs,domestic eggs
4970,23-07-2015,sliced cheese,sliced cheese,sliced cheese
1492,20-01-2015,other vegetables,other vegetables,vegetables
3864,26-08-2015,sugar,sugar,sweeteners
2506,17-11-2015,other vegetables,other vegetables,vegetables
4285,22-04-2015,roll products ,roll products,bakery
4822,26-02-2015,other vegetables,other vegetables,vegetables
3588,15-12-2015,berries,berries,berries
2520,06-12-2015,soda,soda,soda
1088,14-01-2015,berries,berries,berries
1486,23-09-2015,beef,beef,beef
4080,03-07-2015,whole milk,whole milk,whole milk
3058,27-07-2015,butter,butter,butter
3133,01-12-2015,curd cheese,curd cheese,dairy
1731,17-08-2015,whole milk,whole milk,whole milk
2436,17-02-2015,margarine,margarine,margarine
3452,15-05-2015,pastry,pastry,pastry
2761,11-01-2015,semi-finished bread,semifinished bread,semifinished bread
1705,28-07-2015,whole milk,whole milk,whole milk
3221,01-04-2015,berries,berries,berries
1384,19-12-2015,domestic eggs,domestic eggs,domestic eggs
4570,22-08-2015,tropical fruit,tropical fruit,tropical fruit
2506,27-12-2015,soda,soda,soda
3380,23-04-2015,flour,flour,grains
2765,30-11-2015,yogurt,yogurt,yogurt
4840,05-06-2015,whipped/sour cream,whippedsour cream,dairy
1685,18-08-2015,whole milk,whole milk,whole milk
2028,01-03-2015,frozen vegetables,frozen vegetables,vegetables
1125,27-08-2015,pastry,pastry,pastry
1054,02-09-2015,oil,oil,oils
4274,23-01-2015,other vegetables,other vegetables,vegetables
2710,14-10-2015,long life bakery product,long life bakery product,bakery
2699,28-11-2015,pastry,pastry,pastry
1918,29-09-2015,butter milk,butter milk,dairy
4936,02-03-2015,root vegetables,root vegetables,root vegetables
2535,20-03-2015,rolls/buns,rollsbuns,bakery
4495,24-08-2015,domestic eggs,domestic eggs,domestic eggs
4216,24-02-2015,rolls/buns,rollsbuns,bakery
1515,21-09-2015,cat food,cat food,pet_care
2604,26-01-2015,white bread,white bread,bakery
4820,07-12-2015,snack products,snack products,snacks
2340,28-11-2015,whole milk,whole milk,whole milk
2864,13-03-2015,tropical fruit,tropical fruit,tropical fruit
1366,29-11-2015,beef,beef,beef
3317,29-06-2015,dessert,dessert,dessert
4218,11-01-2015,berries,berries,berries
3958,04-11-2015,rolls/buns,rollsbuns,bakery
1309,01-04-2015,cocoa drinks,cocoa drinks,beverages
1394,24-05-2015,bottled beer,bottled beer,beverages
4412,04-05-2015,frozen vegetables,frozen vegetables,vegetables
3649,21-06-2015,yogurt,yogurt,yogurt
4805,13-10-2015,whole milk,whole milk,whole milk
1599,20-04-2015,whole milk,whole milk,whole milk
4321,12-09-2015,newspapers,newspapers,stationery
3397,20-02-2015,curd,curd,curd
3767,06-06-2015,beverages,beverages,beverages
2781,01-06-2015,other vegetables,other vegetables,vegetables
3750,17-05-2015,curd,curd,curd
4574,27-11-2015,whole milk,whole milk,whole milk
4180,01-04-2015,brown bread,brown bread,brown bread
3897,01-02-2015,UHT-milk,uhtmilk,uhtmilk
4333,01-07-2015,soft cheese,soft cheese,dairy
3796,06-06-2015,bottled beer,bottled beer,beverages
2240,18-05-2015,canned beer,canned beer,beverages
2967,06-02-2015,domestic eggs,domestic eggs,domestic eggs
2581,14-12-2015,coffee,coffee,coffee
1248,15-12-2015,whole milk,whole milk,whole milk
3830,18-10-2015,coffee,coffee,coffee
3976,08-05-2015,onions,onions,vegetables
1842,23-02-2015,cream cheese ,cream cheese,dairy
1626,18-02-2015,chewing gum,chewing gum,chewing gum
4059,05-01-2015,whole milk,whole milk,whole milk
2370,12-09-2015,chocolate,chocolate,sweets
4466,03-09-2015,yogurt,yogurt,yogurt
2404,10-02-2015,yogurt,yogurt,yogurt
3224,14-03-2015,shopping bags,shopping bags,bags
1478,12-02-2015,bottled water,bottled water,bottled water
2229,22-12-2015,misc. beverages,misc beverages,misc beverages
4418,04-10-2015,rolls/buns,rollsbuns,bakery
3571,07-07-2015,baking powder,baking powder,baking_ingredients
2234,27-02-2015,root vegetables,root vegetables,root vegetables
3416,07-02-2015,canned beer,canned beer,beverages
3429,29-06-2015,root vegetables,root vegetables,root vegetables
1046,24-06-2015,bottled water,bottled water,bottled water
4498,19-04-2015,chocolate,chocolate,sweets
2152,03-09-2015,whisky,whisky,beverages
1425,18-03-2015,brown bread,brown bread,brown bread
3946,19-11-2015,newspapers,newspapers,stationery
1009,14-05-2015,yogurt,yogurt,yogurt
2825,25-12-2015,whisky,whisky,beverages
4592,22-06-2015,chocolate,chocolate,sweets
1449,27-05-2015,soda,soda,soda
1837,18-06-2015,domestic eggs,domestic eggs,domestic eggs
4322,31-10-2015,chocolate,chocolate,sweets
2039,18-06-2015,oil,oil,oils
3999,19-05-2015,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
1183,04-01-2015,domestic eggs,domestic eggs,domestic eggs
2441,03-07-2015,rolls/buns,rollsbuns,bakery
2739,19-09-2015,specialty bar,specialty bar,specialty bar
3049,05-02-2015,yogurt,yogurt,yogurt
1697,29-05-2015,kitchen towels,kitchen towels,household
4109,24-08-2015,other vegetables,other vegetables,vegetables
3217,20-03-2015,cream cheese ,cream cheese,dairy
4879,12-10-2015,yogurt,yogurt,yogurt
3505,11-10-2015,domestic eggs,domestic eggs,domestic eggs
4292,26-10-2015,yogurt,yogurt,yogurt
4813,04-08-2015,specialty chocolate,specialty chocolate,sweets
1379,17-04-2015,cream cheese ,cream cheese,dairy
3410,31-05-2015,rolls/buns,rollsbuns,bakery
4074,10-09-2015,flour,flour,grains
3438,04-01-2015,waffles,waffles,bakery
2919,30-06-2015,candles,candles,decor
1401,29-05-2015,soda,soda,soda
2074,20-12-2015,UHT-milk,uhtmilk,uhtmilk
4193,30-08-2015,specialty chocolate,specialty chocolate,sweets
1195,04-11-2015,liquor,liquor,beverages
4850,15-07-2015,packaged fruit/vegetables,packaged fruitvegetables,fruits_vegetables
3255,08-01-2015,whole milk,whole milk,whole milk
2572,27-05-2015,dog food,dog food,pet_care
3803,14-12-2015,vinegar,vinegar,condiments
3342,22-06-2015,long life bakery product,long life bakery product,bakery
3167,20-08-2015,specialty chocolate,specialty chocolate,sweets
3517,14-07-2015,hard cheese,hard cheese,hard cheese
1391,14-03-2015,yogurt,yogurt,yogurt
2682,20-01-2015,whole milk,whole milk,whole milk
1363,15-01-2015,hard cheese,hard cheese,hard cheese
4849,17-05-2015,berries,berries,berries
3107,16-11-2015,frozen vegetables,frozen vegetables,vegetables
2171,22-04-2015,ice cream,ice cream,ice cream
2286,19-06-2015,napkins,napkins,napkins
1449,03-10-2015,tropical fruit,tropical fruit,tropical fruit
2192,10-02-2015,soda,soda,soda
1926,29-05-2015,brown bread,brown bread,brown bread
1245,04-12-2015,shopping bags,shopping bags,bags
4034,13-11-2015,rolls/buns,rollsbuns,bakery
3719,22-02-2015,canned beer,canned beer,beverages
1033,15-06-2015,waffles,waffles,bakery
1293,26-10-2015,specialty cheese,specialty cheese,specialty cheese
3737,12-12-2015,soda,soda,soda
1114,26-04-2015,shopping bags,shopping bags,bags
2286,04-12-2015,other vegetables,other vegetables,vegetables
1782,13-09-2015,yogurt,yogurt,yogurt
2837,19-09-2015,citrus fruit,citrus fruit,citrus fruit
2011,23-12-2015,candles,candles,decor
3067,22-09-2015,margarine,margarine,margarine
3191,30-12-2015,chocolate marshmallow,chocolate marshmallow,sweets
4161,24-09-2015,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
2526,16-10-2015,yogurt,yogurt,yogurt
1582,08-07-2015,margarine,margarine,margarine
3663,20-11-2015,rolls/buns,rollsbuns,bakery
1237,08-03-2015,hard cheese,hard cheese,hard cheese
2635,17-09-2015,specialty bar,specialty bar,specialty bar
3034,22-05-2015,other vegetables,other vegetables,vegetables
3005,12-07-2015,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
2476,30-07-2015,canned beer,canned beer,beverages
1052,15-05-2015,whipped/sour cream,whippedsour cream,dairy
3781,23-09-2015,pip fruit,pip fruit,pip fruit
4736,03-04-2015,onions,onions,vegetables
4101,30-01-2015,rolls/buns,rollsbuns,bakery
2535,17-10-2015,frozen vegetables,frozen vegetables,vegetables
1924,07-09-2015,semi-finished bread,semifinished bread,semifinished bread
3079,04-01-2015,chicken,chicken,meat
4270,08-02-2015,shopping bags,shopping bags,bags
2797,12-09-2015,coffee,coffee,coffee
3813,18-01-2015,cat food,cat food,pet_care
4412,20-12-2015,napkins,napkins,napkins
2997,02-06-2015,soda,soda,soda
3703,24-03-2015,chocolate,chocolate,sweets
2260,02-10-2015,chocolate,chocolate,sweets
3583,03-12-2015,whipped/sour cream,whippedsour cream,dairy
2513,30-01-2015,rolls/buns,rollsbuns,bakery
4336,25-09-2015,prosecco,prosecco,prosecco
2017,19-02-2015,white wine,white wine,beverages
2787,09-05-2015,specialty bar,specialty bar,specialty bar
3460,14-09-2015,dessert,dessert,dessert
4056,29-08-2015,herbs,herbs,herbs
2063,23-08-2015,cream cheese ,cream cheese,dairy
2085,04-04-2015,domestic eggs,domestic eggs,domestic eggs
3778,13-03-2015,meat,meat,meat
2691,09-03-2015,rolls/buns,rollsbuns,bakery
2534,08-11-2015,specialty cheese,specialty cheese,specialty cheese
2315,17-12-2015,roll products ,roll products,bakery
1094,16-05-2015,soda,soda,soda
4529,24-05-2015,tropical fruit,tropical fruit,tropical fruit
2745,29-04-2015,coffee,coffee,coffee
4352,28-11-2015,dog food,dog food,pet_care
2783,31-03-2015,cream cheese ,cream cheese,dairy
3280,14-04-2015,tropical fruit,tropical fruit,tropical fruit
3473,07-04-2015,liquor (appetizer),liquor appetizer,liquor appetizer
3476,28-06-2015,white bread,white bread,bakery
2173,11-08-2015,long life bakery product,long life bakery product,bakery
4170,11-05-2015,onions,onions,vegetables
1596,14-07-2015,beverages,beverages,beverages
1265,13-04-2015,yogurt,yogurt,yogurt
1259,20-09-2015,whole milk,whole milk,whole milk
4102,23-10-2015,grapes,grapes,fruits
3465,16-04-2015,white wine,white wine,beverages
3504,05-11-2015,other vegetables,other vegetables,vegetables
3336,26-03-2015,tropical fruit,tropical fruit,tropical fruit
3001,14-11-2015,bottled water,bottled water,bottled water
4078,18-04-2015,shopping bags,shopping bags,bags
3244,20-11-2015,newspapers,newspapers,stationery
3544,10-03-2015,hard cheese,hard cheese,hard cheese
2760,14-04-2015,soda,soda,soda
4643,02-12-2015,UHT-milk,uhtmilk,uhtmilk
3601,20-12-2015,other vegetables,other vegetables,vegetables
2275,02-08-2015,pet care,pet care,pet_care
3082,10-04-2015,pip fruit,pip fruit,pip fruit
4273,22-01-2015,red/blush wine,redblush wine,beverages
1951,22-10-2015,rolls/buns,rollsbuns,bakery
3589,31-01-2015,rolls/buns,rollsbuns,bakery
2404,15-10-2015,whole milk,whole milk,whole milk
3619,07-04-2015,dessert,dessert,dessert
4733,09-03-2015,other vegetables,other vegetables,vegetables
4868,02-05-2015,long life bakery product,long life bakery product,bakery
3410,03-07-2015,coffee,coffee,coffee
4937,14-02-2015,bottled water,bottled water,bottled water
2979,09-08-2015,onions,onions,vegetables
2278,10-08-2015,coffee,coffee,coffee
4512,08-11-2015,newspapers,newspapers,stationery
1940,18-11-2015,chocolate,chocolate,sweets
1867,29-03-2015,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
1888,21-05-2015,whipped/sour cream,whippedsour cream,dairy
2073,18-06-2015,domestic eggs,domestic eggs,domestic eggs
4023,21-01-2015,soda,soda,soda
4416,29-10-2015,white bread,white bread,bakery
4210,07-08-2015,other vegetables,other vegetables,vegetables
1520,26-02-2015,yogurt,yogurt,yogurt
1890,20-04-2015,curd,curd,curd
3079,30-01-2015,chocolate,chocolate,sweets
1772,02-11-2015,brown bread,brown bread,brown bread
1361,12-07-2015,salt,salt,spices
4073,13-02-2015,butter milk,butter milk,dairy
2128,24-04-2015,frozen meals,frozen meals,frozen meals
1882,25-09-2015,chocolate,chocolate,sweets
4895,01-06-2015,specialty bar,specialty bar,specialty bar
1431,05-03-2015,whole milk,whole milk,whole milk
2159,17-07-2015,white bread,white bread,bakery
2666,14-12-2015,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
2986,19-05-2015,whole milk,whole milk,whole milk
3491,26-10-2015,female sanitary products,female sanitary products,personal_care
3844,14-08-2015,curd,curd,curd
4002,30-04-2015,white wine,white wine,beverages
3963,26-01-2015,meat spreads,meat spreads,meat spreads
2997,03-08-2015,soda,soda,soda
4122,05-06-2015,chocolate,chocolate,sweets
4326,11-04-2015,yogurt,yogurt,yogurt
4331,10-09-2015,sugar,sugar,sweeteners
4199,29-12-2015,UHT-milk,uhtmilk,uhtmilk
1910,25-09-2015,margarine,margarine,margarine
2713,18-08-2015,rolls/buns,rollsbuns,bakery
4535,05-12-2015,rolls/buns,rollsbuns,bakery
1529,17-06-2015,soda,soda,soda
4361,18-02-2015,bottled water,bottled water,bottled water
1208,21-08-2015,frozen meals,frozen meals,frozen meals
1789,22-10-2015,yogurt,yogurt,yogurt
4592,07-08-2015,hamburger meat,hamburger meat,meat
2141,08-03-2015,whole milk,whole milk,whole milk
1425,24-09-2015,other vegetables,other vegetables,vegetables
3264,13-01-2015,dessert,dessert,dessert
4575,10-12-2015,other vegetables,other vegetables,vegetables
1042,22-05-2015,bottled water,bottled water,bottled water
4624,18-05-2015,whipped/sour cream,whippedsour cream,dairy
1692,08-05-2015,chicken,chicken,meat
4861,28-03-2015,frozen vegetables,frozen vegetables,vegetables
1409,28-07-2015,tropical fruit,tropical fruit,tropical fruit
4403,08-05-2015,yogurt,yogurt,yogurt
1000,25-11-2015,hygiene articles,hygiene articles,hygiene articles
2359,28-08-2015,margarine,margarine,margarine
1613,08-08-2015,cream cheese ,cream cheese,dairy
2632,17-08-2015,frozen meals,frozen meals,frozen meals
3974,19-06-2015,curd,curd,curd
1742,27-11-2015,root vegetables,root vegetables,root vegetables
3281,25-10-2015,root vegetables,root vegetables,root vegetables
2610,21-10-2015,pastry,pastry,pastry
3209,25-01-2015,newspapers,newspapers,stationery
1032,13-07-2015,whipped/sour cream,whippedsour cream,dairy
2257,15-05-2015,yogurt,yogurt,yogurt
4500,08-06-2015,flour,flour,grains
2134,27-08-2015,whole milk,whole milk,whole milk
4542,18-01-2015,coffee,coffee,coffee
1921,23-02-2015,rolls/buns,rollsbuns,bakery
3363,29-12-2015,margarine,margarine,margarine
3220,07-11-2015,rolls/buns,rollsbuns,bakery
2547,06-04-2015,other vegetables,other vegetables,vegetables
3675,03-08-2015,white wine,white wine,beverages
3410,30-08-2015,onions,onions,vegetables
3721,04-07-2015,soda,soda,soda
2204,27-09-2015,liquor (appetizer),liquor appetizer,liquor appetizer
2251,27-02-2015,packaged fruit/vegetables,packaged fruitvegetables,fruits_vegetables
4706,07-08-2015,whole milk,whole milk,whole milk
1762,21-01-2015,other vegetables,other vegetables,vegetables
2996,08-01-2015,other vegetables,other vegetables,vegetables
3727,19-05-2015,curd,curd,curd
4230,25-06-2015,white wine,white wine,beverages
2089,16-10-2015,curd,curd,curd
1452,21-05-2015,whole milk,whole milk,whole milk
4176,05-05-2015,flour,flour,grains
2484,12-08-2015,newspapers,newspapers,stationery
3590,30-05-2015,salt,salt,spices
1015,22-03-2015,beef,beef,beef
4942,29-01-2015,bottled water,bottled water,bottled water
2038,17-05-2015,whole milk,whole milk,whole milk
4024,11-03-2015,grapes,grapes,fruits
4089,04-10-2015,rolls/buns,rollsbuns,bakery
2287,23-09-2015,rolls/buns,rollsbuns,bakery
1946,08-12-2015,candy,candy,sweets
4899,13-03-2015,other vegetables,other vegetables,vegetables
4656,01-11-2015,coffee,coffee,coffee
1340,18-11-2015,brown bread,brown bread,brown bread
3800,08-02-2015,root vegetables,root vegetables,root vegetables
4883,16-01-2015,frozen fish,frozen fish,fish
4752,18-05-2015,pip fruit,pip fruit,pip fruit
4120,13-03-2015,rolls/buns,rollsbuns,bakery
1776,20-03-2015,yogurt,yogurt,yogurt
4445,15-04-2015,flour,flour,grains
1515,06-11-2015,candy,candy,sweets
4470,23-06-2015,other vegetables,other vegetables,vegetables
2551,06-06-2015,rolls/buns,rollsbuns,bakery
2062,03-09-2015,bottled beer,bottled beer,beverages
4407,19-02-2015,domestic eggs,domestic eggs,domestic eggs
1479,15-05-2015,shopping bags,shopping bags,bags
1049,04-08-2015,candy,candy,sweets
3062,22-03-2015,whole milk,whole milk,whole milk
3328,15-10-2015,soda,soda,soda
2269,20-09-2015,rolls/buns,rollsbuns,bakery
2195,10-07-2015,canned fish,canned fish,canned fish
4757,12-01-2015,yogurt,yogurt,yogurt
4883,16-05-2015,shopping bags,shopping bags,bags
1846,11-09-2015,root vegetables,root vegetables,root vegetables
4439,21-08-2015,rolls/buns,rollsbuns,bakery
2102,25-01-2015,beef,beef,beef
3333,22-02-2015,rolls/buns,rollsbuns,bakery
4486,06-11-2015,rolls/buns,rollsbuns,bakery
3010,14-08-2015,root vegetables,root vegetables,root vegetables
1206,02-01-2015,cat food,cat food,pet_care
2220,07-01-2015,pastry,pastry,pastry
1989,09-09-2015,mustard,mustard,oils
3635,19-06-2015,newspapers,newspapers,stationery
